sample,reaction,weight
WT6,EX_nodcoa,0.0
WT6,NODCOAt,0.0
WT6,EX_octscoa,0.0
WT6,OCTSCOAt,0.0
WT6,ATPM,0.0
WT6,VPAMTr,-1.0
WT6,EGTB,0.0
WT6,EGTC,-1.0
WT6,EGTE,0.0
WT6,TMDS3,0.0
WT6,MHUD1,1.0
WT6,OTSB1,1.0
WT6,MYCOPP,1.0
WT6,TMMYCO,0.0
WT6,MYCOE,0.0
WT6,PPM1,1.0
WT6,PEPA,0.0
WT6,NADDP,0.0
WT6,NMNAT,0.0
WT6,EGTD,-1.0
WT6,ACONMT,0.0
WT6,MANPGH,-1.0
WT6,EPH,0.0
WT6,FBPA,0.0
WT6,DGTP8DETOX,0.0
WT6,DGTP8OXO,0.0
WT6,GTP8OXO,0.0
WT6,TAG,1.0
WT6,LIPY,0.0
WT6,LIPW,0.0
WT6,CHOLK,0.0
WT6,PC_TBt,0.0
WT6,BIRA,0.0
WT6,ACCD3,0.0
WT6,ACCA3,1.0
WT6,GMHEPPA,-1.0
WT6,ALCD19y,0.0
WT6,EX_pc_TB,0.0
WT6,DM_ergoth_c,0.0
WT6,DM_tbsinol_c,0.0
WT6,DM_isotbsinol__13S_c,0.0
WT6,DM_isotbsinol__13R_c,0.0
WT6,DM_psd5p_c,0.0
WT6,DM_cpppg1_c,0.0
WT6,DM_scys__L_c,0.0
WT6,DM_gmhep1p_c,0.0
PknD_IND1,2AGPEAT160,0.0
PknD_IND1,2AGPEAT180,0.0
PknD_IND1,5DGLCNR,-1.0
PknD_IND1,AACPS10,0.0
PknD_IND1,AACPS11,0.0
PknD_IND1,AACPS3,0.0
PknD_IND1,ABTA,0.0
PknD_IND1,ACACT1r,1.0
PknD_IND1,ACALDi,0.0
PknD_IND1,ACBIPGT,0.0
PknD_IND1,ACCC,0.0
PknD_IND1,ACChex,0.0
PknD_IND1,ACGAMPM,0.0
PknD_IND1,ACGAMT,0.0
PknD_IND1,ACGK,0.0
PknD_IND1,ACGS,-1.0
PknD_IND1,ACHBS,0.0
PknD_IND1,ACKr,0.0
PknD_IND1,ACLS,0.0
PknD_IND1,ACODA,0.0
PknD_IND1,ACONT,0.0
PknD_IND1,ACOTA,0.0
PknD_IND1,ACP1_FMN,0.0
PknD_IND1,ACPS1,0.0
PknD_IND1,ACS,0.0
PknD_IND1,ACS2,0.0
PknD_IND1,ACYSBMNt,0.0
PknD_IND1,ADA,0.0
PknD_IND1,ADCL,0.0
PknD_IND1,ADCPS1,-1.0
PknD_IND1,ADCPS2,0.0
PknD_IND1,ADCS,0.0
PknD_IND1,ADCYRS,0.0
PknD_IND1,ADK1,0.0
PknD_IND1,ADK2,0.0
PknD_IND1,ADMDCr,0.0
PknD_IND1,ADNCYC,1.0
PknD_IND1,ADNK1,1.0
PknD_IND1,ADNK3,1.0
PknD_IND1,ADNK4,1.0
PknD_IND1,ADOCBIK,0.0
PknD_IND1,ADOCBLS,0.0
PknD_IND1,ADPT,1.0
PknD_IND1,ADSK,1.0
PknD_IND1,ADSL1r,0.0
PknD_IND1,ADSL2r,0.0
PknD_IND1,ADSS,0.0
PknD_IND1,AFTA,0.0
PknD_IND1,AGDC,0.0
PknD_IND1,AGMT,0.0
PknD_IND1,AGPAT160,1.0
PknD_IND1,AGPAT160190,1.0
PknD_IND1,AGPAT190,1.0
PknD_IND1,AGPR,0.0
PknD_IND1,AHC,1.0
PknD_IND1,AHCYSNS,0.0
PknD_IND1,AHMMPS,0.0
PknD_IND1,AICART,0.0
PknD_IND1,AIRCr,0.0
PknD_IND1,AKGDb,0.0
PknD_IND1,ALAALAD,0.0
PknD_IND1,ALAALAr,0.0
PknD_IND1,ALAD_L,1.0
PknD_IND1,ALAR,0.0
PknD_IND1,ALAt2r,0.0
PknD_IND1,ALDD1,0.0
PknD_IND1,ALDD19x,0.0
PknD_IND1,ALDD2x,1.0
PknD_IND1,AMAOTr,0.0
PknD_IND1,AMID4,0.0
PknD_IND1,AMMQT8,0.0
PknD_IND1,AMMQT8_2,0.0
PknD_IND1,AMPTASECG,0.0
PknD_IND1,ANPRT,0.0
PknD_IND1,ANS,0.0
PknD_IND1,AOXSr,-1.0
PknD_IND1,APRAUR,0.0
PknD_IND1,ARACHTA,0.0
PknD_IND1,ARB_Dabc,0.0
PknD_IND1,ARBabc,0.0
PknD_IND1,ARBt2r,0.0
PknD_IND1,ARGDC,0.0
PknD_IND1,ARGDr,0.0
PknD_IND1,ARGSL,0.0
PknD_IND1,ARGSS,0.0
PknD_IND1,ARGt5r,0.0
PknD_IND1,ASAD,0.0
PknD_IND1,ASNN,-1.0
PknD_IND1,ASNS1,0.0
PknD_IND1,ASNt2r,0.0
PknD_IND1,ASP1DC,0.0
PknD_IND1,ASPCT,0.0
PknD_IND1,ASPK,0.0
PknD_IND1,ASPO5,1.0
PknD_IND1,ASPTA,0.0
PknD_IND1,ASPt2r,0.0
PknD_IND1,AST,0.0
PknD_IND1,ATPPRT,-1.0
PknD_IND1,ATPS4r,0.0
PknD_IND1,BACCL,0.0
PknD_IND1,BALAt2r,0.0
PknD_IND1,BDH,0.0
PknD_IND1,BETALDHx,0.0
PknD_IND1,BMNMSHS,0.0
PknD_IND1,BMNt,0.0
PknD_IND1,BPNT,1.0
PknD_IND1,BTS2,0.0
PknD_IND1,BTS3r,0.0
PknD_IND1,CAATPS,0.0
PknD_IND1,CAT,1.0
PknD_IND1,CAt4,0.0
PknD_IND1,CBIAT,0.0
PknD_IND1,CBLAT,0.0
PknD_IND1,CBPS,0.0
PknD_IND1,CDAPPA160,0.0
PknD_IND1,CDAPPA160190,0.0
PknD_IND1,CDAPPA190,0.0
PknD_IND1,CDPMEK,0.0
PknD_IND1,CDPPT160,0.0
PknD_IND1,CDPPT160190,0.0
PknD_IND1,CHLabc,0.0
PknD_IND1,CHOLD,0.0
PknD_IND1,CHORM,0.0
PknD_IND1,CHORS,1.0
PknD_IND1,CHRPL,0.0
PknD_IND1,CIGAMS,0.0
PknD_IND1,CITLr,0.0
PknD_IND1,CITabc,0.0
PknD_IND1,CLPNS160190,0.0
PknD_IND1,CMCBTFL,-1.0
PknD_IND1,CMCBTFU,-1.0
PknD_IND1,CMLDC,0.0
PknD_IND1,CO2t,0.0
PknD_IND1,COAt,0.0
PknD_IND1,COBALTt5,0.0
PknD_IND1,COCHL,-1.0
PknD_IND1,COt,0.0
PknD_IND1,CPC6R,0.0
PknD_IND1,CPPPGO,0.0
PknD_IND1,CRNabc,0.0
PknD_IND1,CS,0.0
PknD_IND1,CTPS1,0.0
PknD_IND1,CTPS2,0.0
PknD_IND1,CYANST,1.0
PknD_IND1,CYO1a,1.0
PknD_IND1,CYO1b,0.0
PknD_IND1,CYRDAAT,0.0
PknD_IND1,CYRDAR,0.0
PknD_IND1,CYSS,0.0
PknD_IND1,CYSTL,-1.0
PknD_IND1,CYSTS,0.0
PknD_IND1,CYTBD,0.0
PknD_IND1,CYTBD2,0.0
PknD_IND1,CYTD,0.0
PknD_IND1,CYTDK2,0.0
PknD_IND1,CYTDt2r,0.0
PknD_IND1,CYTK1,-1.0
PknD_IND1,CYTK2,-1.0
PknD_IND1,Clt,0.0
PknD_IND1,Cuabc,0.0
PknD_IND1,Cut1,0.0
PknD_IND1,DADA,0.0
PknD_IND1,DADK,0.0
PknD_IND1,DAGK160,0.0
PknD_IND1,DALAOX,0.0
PknD_IND1,DALAt2r,0.0
PknD_IND1,DAPDC,0.0
PknD_IND1,DAPE,0.0
PknD_IND1,DASYN160,0.0
PknD_IND1,DASYN160190,0.0
PknD_IND1,DASYN190190,0.0
PknD_IND1,DB4PS,0.0
PknD_IND1,DBTSr,0.0
PknD_IND1,DCPDP,1.0
PknD_IND1,DCPDPP,0.0
PknD_IND1,DCPDPS,0.0
PknD_IND1,DCPE,0.0
PknD_IND1,DCPT,0.0
PknD_IND1,DCTPD,-1.0
PknD_IND1,DCTPD2,-1.0
PknD_IND1,DCYTD,0.0
PknD_IND1,DDPA,0.0
PknD_IND1,DESAT16,1.0
PknD_IND1,DESAT18,1.0
PknD_IND1,DGC3D,0.0
PknD_IND1,DGK1,0.0
PknD_IND1,DHAD1,1.0
PknD_IND1,DHAD2,1.0
PknD_IND1,DHDPRy,0.0
PknD_IND1,DHDPS,1.0
PknD_IND1,DHFR,0.0
PknD_IND1,DHFS,0.0
PknD_IND1,DHNAOT,0.0
PknD_IND1,DHNPA,1.0
PknD_IND1,DHNPA2,1.0
PknD_IND1,DHORTS,0.0
PknD_IND1,DHPPDA,0.0
PknD_IND1,DHPPDA2,0.0
PknD_IND1,DHPS2,1.0
PknD_IND1,DHQD,0.0
PknD_IND1,DHQS,0.0
PknD_IND1,DMATT,0.0
PknD_IND1,DMPPS,1.0
PknD_IND1,DNMPPA,0.0
PknD_IND1,DNTPPA,0.0
PknD_IND1,DPCOAK,0.0
PknD_IND1,DPPS,0.0
PknD_IND1,DPR,-1.0
PknD_IND1,DRPA,0.0
PknD_IND1,DSERt2r,0.0
PknD_IND1,DTMPK,0.0
PknD_IND1,DURIK1,0.0
PknD_IND1,DURIPP,0.0
PknD_IND1,DUTPDP,0.0
PknD_IND1,DXPRIi,0.0
PknD_IND1,DXPS,0.0
PknD_IND1,ENO,0.0
PknD_IND1,ETHAt,0.0
PknD_IND1,EX_acysbmn,0.0
PknD_IND1,EX_ala_B,0.0
PknD_IND1,EX_ala_D,0.0
PknD_IND1,EX_ala_L,0.0
PknD_IND1,EX_arab_D,0.0
PknD_IND1,EX_arab_L,0.0
PknD_IND1,EX_arg_L,0.0
PknD_IND1,EX_asn_L,0.0
PknD_IND1,EX_asp_L,0.0
PknD_IND1,EX_atp,0.0
PknD_IND1,EX_bmn,0.0
PknD_IND1,EX_ca2,0.0
PknD_IND1,EX_chol,0.0
PknD_IND1,EX_cit,0.0
PknD_IND1,EX_cl,0.0
PknD_IND1,EX_co2,0.0
PknD_IND1,EX_coa,0.0
PknD_IND1,EX_cobalt2,0.0
PknD_IND1,EX_crn,0.0
PknD_IND1,EX_cu2,0.0
PknD_IND1,EX_cytd,0.0
PknD_IND1,EX_etha,0.0
PknD_IND1,EX_fe2,0.0
PknD_IND1,EX_fe3,0.0
PknD_IND1,EX_fum,0.0
PknD_IND1,EX_gal,0.0
PknD_IND1,EX_glc,0.0
PknD_IND1,EX_glu_L,0.0
PknD_IND1,EX_gly,0.0
PknD_IND1,EX_glyb,0.0
PknD_IND1,EX_glyc3p,0.0
PknD_IND1,EX_glyc,0.0
PknD_IND1,EX_gthrd,0.0
PknD_IND1,EX_h2,0.0
PknD_IND1,EX_h2co3,0.0
PknD_IND1,EX_h2o,0.0
PknD_IND1,EX_h2s,0.0
PknD_IND1,EX_h,0.0
PknD_IND1,EX_hdca,0.0
PknD_IND1,EX_his_L,0.0
PknD_IND1,EX_id3acald,0.0
PknD_IND1,EX_ile_L,0.0
PknD_IND1,EX_k,0.0
PknD_IND1,EX_lac_L,0.0
PknD_IND1,EX_lcts,0.0
PknD_IND1,EX_leu_L,0.0
PknD_IND1,EX_lys_L,0.0
PknD_IND1,EX_mal_L,0.0
PknD_IND1,EX_malt,0.0
PknD_IND1,EX_malthp,0.0
PknD_IND1,EX_meoh,0.0
PknD_IND1,EX_met_L,0.0
PknD_IND1,EX_mg2,0.0
PknD_IND1,EX_na1,0.0
PknD_IND1,EX_nh4,0.0
PknD_IND1,EX_no2,0.0
PknD_IND1,EX_no3,0.0
PknD_IND1,EX_no,0.0
PknD_IND1,EX_o2,0.0
PknD_IND1,EX_ocdca,0.0
PknD_IND1,EX_orn,0.0
PknD_IND1,EX_pac,0.0
PknD_IND1,EX_pdima,0.0
PknD_IND1,EX_phdca,0.0
PknD_IND1,EX_phe_L,0.0
PknD_IND1,EX_pi,0.0
PknD_IND1,EX_ppa,0.0
PknD_IND1,EX_ppdima,0.0
PknD_IND1,EX_pro_L,0.0
PknD_IND1,EX_pyr,0.0
PknD_IND1,EX_rib_D,0.0
PknD_IND1,EX_ser_D,0.0
PknD_IND1,EX_ser_L,0.0
PknD_IND1,EX_skm,0.0
PknD_IND1,EX_so4,0.0
PknD_IND1,EX_succ,0.0
PknD_IND1,EX_tartr_L,0.0
PknD_IND1,EX_thr_L,0.0
PknD_IND1,EX_tre,0.0
PknD_IND1,EX_trp_L,0.0
PknD_IND1,EX_tsul,0.0
PknD_IND1,EX_ttdca,0.0
PknD_IND1,EX_tyr_L,0.0
PknD_IND1,EX_val_L,0.0
PknD_IND1,EX_ac,0.0
PknD_IND1,EX_4abz,0.0
PknD_IND1,EX_for,0.0
PknD_IND1,EX_akg,0.0
PknD_IND1,EX_gua,0.0
PknD_IND1,EX_ad,0.0
PknD_IND1,Adt,0.0
PknD_IND1,EX_urea,0.0
PknD_IND1,FACOAE140,0.0
PknD_IND1,FACOAE160,0.0
PknD_IND1,FACOAE180,0.0
PknD_IND1,FACOAL140,1.0
PknD_IND1,FACOAL160,1.0
PknD_IND1,FACOAL161,1.0
PknD_IND1,FACOAL180,1.0
PknD_IND1,FACOAL181,0.0
PknD_IND1,FACOAL200,1.0
PknD_IND1,FACOAL80,1.0
PknD_IND1,FACOALPHDCA,0.0
PknD_IND1,FACOALPREPH,1.0
PknD_IND1,FAH4,0.0
PknD_IND1,FAMPL1,1.0
PknD_IND1,FAMPL2,1.0
PknD_IND1,FAMPL3,1.0
PknD_IND1,FAMPL4,1.0
PknD_IND1,FAMPL5,1.0
PknD_IND1,FAO1,0.0
PknD_IND1,FAO10,0.0
PknD_IND1,FAO11,0.0
PknD_IND1,FAO2,0.0
PknD_IND1,FAO3,0.0
PknD_IND1,FAS100,0.0
PknD_IND1,FAS120,0.0
PknD_IND1,FAS140,0.0
PknD_IND1,FAS160,0.0
PknD_IND1,FAS161,0.0
PknD_IND1,FAS180,0.0
PknD_IND1,FAS181,0.0
PknD_IND1,FAS200,0.0
PknD_IND1,FAS240_L,0.0
PknD_IND1,FAS260,0.0
PknD_IND1,FAS80_L,0.0
PknD_IND1,FASPHDCA,0.0
PknD_IND1,FASm1601,-1.0
PknD_IND1,FASm180,-1.0
PknD_IND1,FASm1801,-1.0
PknD_IND1,FASm2001,-1.0
PknD_IND1,FASm2002,-1.0
PknD_IND1,FASm220,1.0
PknD_IND1,FASm2201,1.0
PknD_IND1,FASm2202,1.0
PknD_IND1,FASm240,1.0
PknD_IND1,FASm2401,1.0
PknD_IND1,FASm2402,1.0
PknD_IND1,FASm260,1.0
PknD_IND1,FASm2601,1.0
PknD_IND1,FASm2602,1.0
PknD_IND1,FASm280,1.0
PknD_IND1,FASm2801,1.0
PknD_IND1,FASm2802,1.0
PknD_IND1,FASm300,1.0
PknD_IND1,FASm3001,1.0
PknD_IND1,FASm320,1.0
PknD_IND1,FASm340,1.0
PknD_IND1,FBA,0.0
PknD_IND1,FBP,1.0
PknD_IND1,FCLPA,0.0
PknD_IND1,FCLT,0.0
PknD_IND1,FCLT2,0.0
PknD_IND1,FCOAH2,0.0
PknD_IND1,FDH,0.0
PknD_IND1,FE3Ri,0.0
PknD_IND1,FETRANS,0.0
PknD_IND1,FHL,0.0
PknD_IND1,FMNAT,0.0
PknD_IND1,FOLD3,1.0
PknD_IND1,FOLR2,0.0
PknD_IND1,FOMETR,0.0
PknD_IND1,FORMCOAL,0.0
PknD_IND1,FRD,-1.0
PknD_IND1,FRD2,-1.0
PknD_IND1,FRD3,-1.0
PknD_IND1,FRRPPDIMAS,0.0
PknD_IND1,FTHFCL,0.0
PknD_IND1,FTHFD,0.0
PknD_IND1,FUM,0.0
PknD_IND1,FUMt2r,0.0
PknD_IND1,G16MTM1,0.0
PknD_IND1,G16MTM10,0.0
PknD_IND1,G16MTM2,0.0
PknD_IND1,G16MTM4,0.0
PknD_IND1,G16MTM5,0.0
PknD_IND1,G16MTM6,0.0
PknD_IND1,G16MTM7,0.0
PknD_IND1,G16MTM8,0.0
PknD_IND1,G16MTM9,0.0
PknD_IND1,G1PACT,0.0
PknD_IND1,G1PTT,0.0
PknD_IND1,G1SATi,0.0
PknD_IND1,G3PAT160,0.0
PknD_IND1,G3PAT190,0.0
PknD_IND1,G5SADs,0.0
PknD_IND1,G5SD,0.0
PknD_IND1,G5SD2,0.0
PknD_IND1,G6PDH2,0.0
PknD_IND1,GALFT,0.0
PknD_IND1,GALKr,-1.0
PknD_IND1,GALT,0.0
PknD_IND1,GALUi,0.0
PknD_IND1,GALt2,-1.0
PknD_IND1,GAPD,0.0
PknD_IND1,GARFT,0.0
PknD_IND1,GCCa,1.0
PknD_IND1,GCCb,0.0
PknD_IND1,GCCc,0.0
PknD_IND1,GF6PTAr,0.0
PknD_IND1,GFUCS,0.0
PknD_IND1,GGLUCT2,0.0
PknD_IND1,GHMT2,1.0
PknD_IND1,GK1,0.0
PknD_IND1,GLCabc,0.0
PknD_IND1,GLGC,0.0
PknD_IND1,GLNS,1.0
PknD_IND1,GLNSP1,0.0
PknD_IND1,GLNSP2,0.0
PknD_IND1,GLNSP3,0.0
PknD_IND1,GLU5K,0.0
PknD_IND1,GLUCYS,0.0
PknD_IND1,GLUDC,0.0
PknD_IND1,GLUDx,0.0
PknD_IND1,GLUPRT,1.0
PknD_IND1,GLUR,0.0
PknD_IND1,GLUSy,0.0
PknD_IND1,GLUt2r,0.0
PknD_IND1,GLXO1,0.0
PknD_IND1,GLYBabc,0.0
PknD_IND1,GLYC3Pabc,-1.0
PknD_IND1,GLYCK,0.0
PknD_IND1,GLYCL,1.0
PknD_IND1,GLYCTO1,0.0
PknD_IND1,GLYCTO2,0.0
PknD_IND1,GLYCTO3,0.0
PknD_IND1,GLYCTO4,0.0
PknD_IND1,GLYCt,0.0
PknD_IND1,GLYK,-1.0
PknD_IND1,GLYt2r,0.0
PknD_IND1,GMAND,0.0
PknD_IND1,GMPS2,0.0
PknD_IND1,GMT1,0.0
PknD_IND1,GND,1.0
PknD_IND1,GPDDA2,1.0
PknD_IND1,GRTT,1.0
PknD_IND1,GSNK,0.0
PknD_IND1,GTHOr,-1.0
PknD_IND1,GTHRDt2,-1.0
PknD_IND1,GTHS,0.0
PknD_IND1,GTMLT,-1.0
PknD_IND1,GTPCI,1.0
PknD_IND1,GTPCII,0.0
PknD_IND1,GTPCII2,0.0
PknD_IND1,GTPDPK,1.0
PknD_IND1,GTPH1,1.0
PknD_IND1,GUACYC,-1.0
PknD_IND1,GUAD,0.0
PknD_IND1,GUAPRT,0.0
PknD_IND1,H2CO3D,0.0
PknD_IND1,H2CO3TP,0.0
PknD_IND1,H2Ot,0.0
PknD_IND1,H2St1,0.0
PknD_IND1,H2td,0.0
PknD_IND1,HCO3E,0.0
PknD_IND1,HCYSMT,0.0
PknD_IND1,HDCAt2,0.0
PknD_IND1,HEX1,0.0
PknD_IND1,HISTD,1.0
PknD_IND1,HISTP,0.0
PknD_IND1,HISt2r,0.0
PknD_IND1,HMBS,0.0
PknD_IND1,HMPK1,0.0
PknD_IND1,HMPK2,0.0
PknD_IND1,HMPK3,0.0
PknD_IND1,HMPK4,0.0
PknD_IND1,HOPNTAL,0.0
PknD_IND1,HPPK,1.0
PknD_IND1,HPPK2,1.0
PknD_IND1,HSDy,0.0
PknD_IND1,HSERTA,0.0
PknD_IND1,HSK,0.0
PknD_IND1,HSST,0.0
PknD_IND1,HSTPT,0.0
PknD_IND1,HXPRT,0.0
PknD_IND1,ICDHy,0.0
PknD_IND1,ICHORSi,0.0
PknD_IND1,ICL,1.0
PknD_IND1,ID3ACALDt,0.0
PknD_IND1,IG3PS,0.0
PknD_IND1,IGAMD,0.0
PknD_IND1,IGPDH,0.0
PknD_IND1,IGPS,0.0
PknD_IND1,ILETA,0.0
PknD_IND1,ILEt2r,0.0
PknD_IND1,IMPC,0.0
PknD_IND1,IMPD,0.0
PknD_IND1,INDPYRD,0.0
PknD_IND1,INSH,-1.0
PknD_IND1,INSK,0.0
PknD_IND1,IPDDI,-1.0
PknD_IND1,IPDPS,0.0
PknD_IND1,IPMD,0.0
PknD_IND1,IPPMIa,0.0
PknD_IND1,IPPMIb,0.0
PknD_IND1,IPPS,1.0
PknD_IND1,KARA1i,0.0
PknD_IND1,KARA2i,0.0
PknD_IND1,Kabc,0.0
PknD_IND1,Kt3r,0.0
PknD_IND1,LACZ,0.0
PknD_IND1,LCTSabc,-1.0
PknD_IND1,LDH_L,0.0
PknD_IND1,LEUTA,0.0
PknD_IND1,LEUt2r,0.0
PknD_IND1,LO,0.0
PknD_IND1,LPLIPAL2E160,0.0
PknD_IND1,LPLIPAL2E180,1.0
PknD_IND1,LYSt5r,0.0
PknD_IND1,L_LACD,1.0
PknD_IND1,L_LACD2,1.0
PknD_IND1,L_LACD3,1.0
PknD_IND1,L_LACt2r,0.0
PknD_IND1,L_LACt3,0.0
PknD_IND1,MALS,0.0
PknD_IND1,MALT,0.0
PknD_IND1,MALTHPabc,0.0
PknD_IND1,MALTabc,0.0
PknD_IND1,MALt2r,0.0
PknD_IND1,MAN1PT,0.0
PknD_IND1,MAN1PT2,0.0
PknD_IND1,MAN6PI,0.0
PknD_IND1,MANAT1,0.0
PknD_IND1,MANAT2,0.0
PknD_IND1,MANAT3,0.0
PknD_IND1,MCBTS,-1.0
PknD_IND1,MCBTS2,-1.0
PknD_IND1,MCBTS3,-1.0
PknD_IND1,MCD,0.0
PknD_IND1,MCOATA,1.0
PknD_IND1,MDFDH,0.0
PknD_IND1,MDH,0.0
PknD_IND1,ME1,0.0
PknD_IND1,MECDPDH,0.0
PknD_IND1,MECDPS,1.0
PknD_IND1,MEOHt2,0.0
PknD_IND1,MEPCT,1.0
PknD_IND1,METAT,1.0
PknD_IND1,METOX1s,0.0
PknD_IND1,METOX2s,0.0
PknD_IND1,METS,1.0
PknD_IND1,METSOXR1,0.0
PknD_IND1,METSOXR2,0.0
PknD_IND1,METabc,0.0
PknD_IND1,MGt5,0.0
PknD_IND1,MHPGLUT,1.0
PknD_IND1,MI1PP,1.0
PknD_IND1,MI1PS,1.0
PknD_IND1,MI3PP,1.0
PknD_IND1,MMCD,1.0
PknD_IND1,MME,1.0
PknD_IND1,MMM2r,0.0
PknD_IND1,MMSAD1,1.0
PknD_IND1,MMSAD2,0.0
PknD_IND1,MN6PP,0.0
PknD_IND1,MNDNS1,0.0
PknD_IND1,MNDNS2,0.0
PknD_IND1,MOHMT,1.0
PknD_IND1,MPML,0.0
PknD_IND1,MSHAMID,0.0
PknD_IND1,MSHOXH,0.0
PknD_IND1,MSHS,0.0
PknD_IND1,MTAN,0.0
PknD_IND1,MTHFC,0.0
PknD_IND1,MTHFD,0.0
PknD_IND1,MTHFR2,0.0
PknD_IND1,MTI,0.0
PknD_IND1,MYC1CYC1,1.0
PknD_IND1,MYC1CYC2,1.0
PknD_IND1,MYC1CYC3,1.0
PknD_IND1,MYC1CYC4,0.0
PknD_IND1,MYC1CYC5,0.0
PknD_IND1,MYC1M1,0.0
PknD_IND1,MYC1M2,0.0
PknD_IND1,MYC2CYC1,0.0
PknD_IND1,MYC2CYC2,0.0
PknD_IND1,MYC2CYC3,0.0
PknD_IND1,MYCON1,1.0
PknD_IND1,MYCON2,1.0
PknD_IND1,MYCON3,1.0
PknD_IND1,MYCON4,1.0
PknD_IND1,MYCON5,1.0
PknD_IND1,MYCSacp50,0.0
PknD_IND1,MYCSacp56,0.0
PknD_IND1,MYCSacp58,0.0
PknD_IND1,MYCTR,-1.0
PknD_IND1,MYCTR2,-1.0
PknD_IND1,NADH10,-1.0
PknD_IND1,NADH2r,-1.0
PknD_IND1,NADH5,1.0
PknD_IND1,NADH9,-1.0
PknD_IND1,NADK,0.0
PknD_IND1,NADS2,0.0
PknD_IND1,NADTRHD,0.0
PknD_IND1,NAKtr,0.0
PknD_IND1,NAPRTr,0.0
PknD_IND1,NARK,0.0
PknD_IND1,NAt3_1,-1.0
PknD_IND1,NDPK1,0.0
PknD_IND1,NDPK2,0.0
PknD_IND1,NDPK3,0.0
PknD_IND1,NDPK4,0.0
PknD_IND1,NDPK5,0.0
PknD_IND1,NDPK6,0.0
PknD_IND1,NDPK7,0.0
PknD_IND1,NDPK8,0.0
PknD_IND1,NH4OHDs,0.0
PknD_IND1,NH4t,0.0
PknD_IND1,NNAM,1.0
PknD_IND1,NNAT,0.0
PknD_IND1,NNDMBRT,0.0
PknD_IND1,NNDPR,1.0
PknD_IND1,NO,0.0
PknD_IND1,NO3R1,1.0
PknD_IND1,NO3R2,0.0
PknD_IND1,NOt,0.0
PknD_IND1,NPHS,0.0
PknD_IND1,NTD1,0.0
PknD_IND1,NTD10,0.0
PknD_IND1,NTD11,0.0
PknD_IND1,NTD2,0.0
PknD_IND1,NTD3,0.0
PknD_IND1,NTD4,0.0
PknD_IND1,NTD5,0.0
PknD_IND1,NTD6,0.0
PknD_IND1,NTD7,0.0
PknD_IND1,NTD8,0.0
PknD_IND1,NTD9,0.0
PknD_IND1,NTPP2,0.0
PknD_IND1,NTPP3,0.0
PknD_IND1,NTPP4,0.0
PknD_IND1,NTPP5,0.0
PknD_IND1,NTPP7,0.0
PknD_IND1,NTPP8,0.0
PknD_IND1,NTPTP1,0.0
PknD_IND1,NTPTP2,0.0
PknD_IND1,NTRIR2x,1.0
PknD_IND1,NTRIRx,1.0
PknD_IND1,NTRIRy,1.0
PknD_IND1,O16RHAT,-1.0
PknD_IND1,O2t,0.0
PknD_IND1,OCBT,0.0
PknD_IND1,OCDCAt2,0.0
PknD_IND1,OCOAT1r,0.0
PknD_IND1,OMCDC,0.0
PknD_IND1,OMPDC,0.0
PknD_IND1,OPAH,0.0
PknD_IND1,ORNTA,1.0
PknD_IND1,ORNTAC,0.0
PknD_IND1,ORNt,0.0
PknD_IND1,ORPT,0.0
PknD_IND1,OXACOAL,0.0
PknD_IND1,OXCDC,0.0
PknD_IND1,OXGDC,0.0
PknD_IND1,P5CD,0.0
PknD_IND1,P5CR,0.0
PknD_IND1,P5CRx,0.0
PknD_IND1,PACt2r,0.0
PknD_IND1,PANTS,0.0
PknD_IND1,PAPA160,-1.0
PknD_IND1,PAPPT1,1.0
PknD_IND1,PAPPT2,1.0
PknD_IND1,PAPPT3,1.0
PknD_IND1,PAPR,1.0
PknD_IND1,PATS,0.0
PknD_IND1,PC,0.0
PknD_IND1,PC11M,-1.0
PknD_IND1,PC17M,0.0
PknD_IND1,PC20M,0.0
PknD_IND1,PC6AR,0.0
PknD_IND1,PC6YM,-1.0
PknD_IND1,PC8XM,0.0
PknD_IND1,PDE1,1.0
PknD_IND1,PDE4,1.0
PknD_IND1,PDH,0.0
PknD_IND1,PDHa,0.0
PknD_IND1,PDHbr,1.0
PknD_IND1,PDHc,0.0
PknD_IND1,PDIMAS,0.0
PknD_IND1,PDIMAT,0.0
PknD_IND1,PDX5PO,0.0
PknD_IND1,PEAMNO,0.0
PknD_IND1,PEPCK_re,1.0
PknD_IND1,PFK,0.0
PknD_IND1,PFL,0.0
PknD_IND1,PGAMT,0.0
PknD_IND1,PGCD,0.0
PknD_IND1,PGI,0.0
PknD_IND1,PGK,0.0
PknD_IND1,PGL,0.0
PknD_IND1,PGLS,0.0
PknD_IND1,PGLYCP,0.0
PknD_IND1,PGM,0.0
PknD_IND1,PGMT,0.0
PknD_IND1,PGPP160,0.0
PknD_IND1,PGPP160190,0.0
PknD_IND1,PGPP190,0.0
PknD_IND1,PGPPT3,1.0
PknD_IND1,PGSA160,0.0
PknD_IND1,PGSA160190,-1.0
PknD_IND1,PGSA190,0.0
PknD_IND1,PHDCATA,0.0
PknD_IND1,PHDCAt,0.0
PknD_IND1,PHETA1,0.0
PknD_IND1,PHEt2r,0.0
PknD_IND1,PHTHDLS,0.0
PknD_IND1,PHTHDLS2,0.0
PknD_IND1,PHTHS,0.0
PknD_IND1,PHTHS2,0.0
PknD_IND1,PHYCBOXL,0.0
